channelName,readoutName,imageType,imageRegExp,bitNumber,imagingRound,color,frame,zPos,fiducialImageType,fiducialRegExp,fiducialImagingRound,fiducialFrame,fiducialColor
bit1,RS0015,Epi-750-647-561-488-405-s50,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),1,0,647,[1 21 41 61 81 101 121 141 161 181 201 221 241],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-561-488-405-s50,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),0,203,488
bit2,RS0083,Epi-750-647-561-488-405-s50,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),2,0,750,[0 20 40 60 80 100 120 140 160 180 200 220 240],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-561-488-405-s50,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),0,203,488
bit3,RS0095,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),3,1,750,[0 3 6 9 12 15 18 21 24 27 30 33 36],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),1,32,488
bit4,RS0109,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),4,1,647,[1 4 7 10 13 16 19 22 25 28 31 34 37],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),1,32,488
bit5,RS0175,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),5,2,647,[0 3 6 9 12 15 18 21 24 27 30 33 36],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),2,32,488
bit6,RS0237,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),6,2,750,[1 4 7 10 13 16 19 22 25 28 31 34 37],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),2,32,488
bit7,RS0247,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),7,3,647,[0 3 6 9 12 15 18 21 24 27 30 33 36],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),3,32,488
bit8,RS0255,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),8,3,750,[1 4 7 10 13 16 19 22 25 28 31 34 37],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),3,32,488
bit9,RS0307,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),9,4,750,[0 3 6 9 12 15 18 21 24 27 30 33 36],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),4,32,488
bit10,RS0332,Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),10,4,647,[1 4 7 10 13 16 19 22 25 28 31 34 37],[0. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12],Epi-750-647-488-s13,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),4,32,488
