-3866.60, -243.80
-3866.60, -448.80
-3866.60, -653.80
-3661.60, -858.80
-3661.60, -653.80
-3661.60, -448.80
-3661.60, -243.80
-3661.60, -38.80
-3661.60, 166.20
-3456.60, 576.20
-3456.60, 371.20
-3456.60, 166.20
-3456.60, -38.80
-3456.60, -243.80
-3456.60, -448.80
-3456.60, -653.80
-3456.60, -858.80
-3456.60, -1063.80
-3251.60, -1268.80
-3251.60, -1063.80
-3251.60, -858.80
-3251.60, -653.80
-3251.60, -448.80
-3251.60, -243.80
-3251.60, -38.80
-3251.60, 166.20
-3251.60, 371.20
-3251.60, 576.20
-3251.60, 781.20
-3251.60, 986.20
-3046.60, 1191.20
-3046.60, 986.20
-3046.60, 781.20
-3046.60, 576.20
-3046.60, 371.20
-3046.60, 166.20
-3046.60, -38.80
-3046.60, -243.80
-3046.60, -448.80
-3046.60, -653.80
-3046.60, -858.80
-3046.60, -1063.80
-3046.60, -1268.80
-2841.60, -1473.80
-2841.60, -1268.80
-2841.60, -1063.80
-2841.60, -858.80
-2841.60, -653.80
-2841.60, -448.80
-2841.60, 166.20
-2841.60, 371.20
-2841.60, 576.20
-2841.60, 781.20
-2841.60, 986.20
-2841.60, 1191.20
-2841.60, 1396.20
-2636.60, 1396.20
-2636.60, 1191.20
-2636.60, 986.20
-2636.60, 781.20
-2636.60, 576.20
-2636.60, 371.20
-2636.60, 166.20
-2636.60, -38.80
-2636.60, -243.80
-2636.60, -448.80
-2636.60, -653.80
-2636.60, -858.80
-2636.60, -1063.80
-2636.60, -1268.80
-2636.60, -1473.80
-2431.60, -1678.80
-2431.60, -1473.80
-2431.60, -1268.80
-2431.60, -1063.80
-2431.60, -858.80
-2431.60, -653.80
-2431.60, -448.80
-2431.60, -243.80
-2431.60, -38.80
-2431.60, 166.20
-2431.60, 371.20
-2431.60, 576.20
-2431.60, 781.20
-2431.60, 986.20
-2431.60, 1191.20
-2431.60, 1396.20
-2226.60, 1396.20
-2226.60, 1191.20
-2226.60, 986.20
-2226.60, 781.20
-2226.60, 576.20
-2226.60, 371.20
-2226.60, 166.20
-2226.60, -38.80
-2226.60, -243.80
-2226.60, -448.80
-2226.60, -653.80
-2226.60, -858.80
-2226.60, -1063.80
-2226.60, -1268.80
-2226.60, -1473.80
-2226.60, -1678.80
-2021.60, -1883.80
-2021.60, -1678.80
-2021.60, -1473.80
-2021.60, -1268.80
-2021.60, -1063.80
-2021.60, -858.80
-2021.60, -653.80
-2021.60, -448.80
-2021.60, -243.80
-2021.60, -38.80
-2021.60, 166.20
-2021.60, 371.20
-2021.60, 576.20
-2021.60, 781.20
-2021.60, 986.20
-2021.60, 1191.20
-2021.60, 1396.20
-2021.60, 1601.20
-2021.60, 1806.20
-1816.60, 1806.20
-1816.60, 1601.20
-1816.60, 1396.20
-1816.60, 1191.20
-1816.60, 986.20
-1816.60, 781.20
-1816.60, 576.20
-1816.60, 371.20
-1816.60, 166.20
-1816.60, -38.80
-1816.60, -243.80
-1816.60, -448.80
-1816.60, -653.80
-1816.60, -858.80
-1816.60, -1063.80
-1816.60, -1268.80
-1816.60, -1473.80
-1816.60, -1678.80
-1816.60, -1883.80
-1816.60, -2088.80
-1611.60, -2088.80
-1611.60, -1883.80
-1611.60, -1678.80
-1611.60, -1473.80
-1611.60, -1268.80
-1611.60, -1063.80
-1611.60, -858.80
-1611.60, -653.80
-1611.60, -448.80
-1611.60, -243.80
-1611.60, -38.80
-1611.60, 166.20
-1611.60, 371.20
-1611.60, 576.20
-1611.60, 781.20
-1611.60, 986.20
-1611.60, 1191.20
-1611.60, 1396.20
-1611.60, 1601.20
-1611.60, 1806.20
-1611.60, 2011.20
-1406.60, 1806.20
-1406.60, 1601.20
-1406.60, 1396.20
-1406.60, 1191.20
-1406.60, 986.20
-1406.60, 781.20
-1406.60, 576.20
-1406.60, 371.20
-1406.60, 166.20
-1406.60, -38.80
-1406.60, -243.80
-1406.60, -448.80
-1406.60, -653.80
-1406.60, -858.80
-1406.60, -1063.80
-1406.60, -1268.80
-1406.60, -1473.80
-1406.60, -1678.80
-1406.60, -1883.80
