-195.70, -362.70
-195.70, -162.70
4.30, -162.70
4.30, -362.70
4.30, -562.70
4.30, -762.70
204.30, -762.70
204.30, -562.70
204.30, -362.70
204.30, -162.70
404.30, -162.70
404.30, -362.70
404.30, -562.70
404.30, -762.70
604.30, -962.70
604.30, -762.70
604.30, -562.70
604.30, -362.70
604.30, -162.70
804.30, -162.70
804.30, -362.70
804.30, -562.70
804.30, -762.70
804.30, -962.70
1004.30, -962.70
1004.30, -762.70
1004.30, -562.70
1004.30, -362.70
1004.30, -162.70
1204.30, -162.70
1204.30, -362.70
1204.30, -562.70
1204.30, -762.70
1204.30, -962.70
1404.30, -962.70
1404.30, -762.70
1404.30, -562.70
1404.30, -362.70
1404.30, -162.70
1604.30, -162.70
1604.30, -362.70
1604.30, -562.70
1604.30, -762.70
1604.30, -962.70
1804.30, -962.70
1804.30, -762.70
1804.30, -562.70
1804.30, -362.70
1804.30, -162.70
2004.30, -162.70
2004.30, -362.70
2004.30, -562.70
2004.30, -762.70
2004.30, -962.70
2204.30, -962.70
2204.30, -762.70
2204.30, -562.70
2204.30, -362.70
2204.30, -162.70
2404.30, -162.70
2404.30, -362.70
2404.30, -562.70
2404.30, -762.70
2404.30, -962.70
2604.30, -962.70
2604.30, -762.70
2604.30, -562.70
2604.30, -362.70
2804.30, -362.70
2804.30, -562.70
2804.30, -762.70
2804.30, -962.70
3004.30, -962.70
3004.30, -762.70
3004.30, -562.70
3004.30, -362.70
3204.30, -362.70
3204.30, -562.70
3204.30, -762.70
3204.30, -962.70
3404.30, -962.70
3404.30, -762.70
3404.30, -562.70
3404.30, -362.70
3604.30, -362.70
3604.30, -562.70
3604.30, -762.70
3604.30, -962.70
